Time,Report Time,LatLng,rad,Locate Type,Strength,Cell Tower,is_sz,Network,Wifi,Br,Charging
"02/10/2025 12:40:06","02/10/2025 12:40:05","51.4924983, -0.2589226","26","wifi","-21 dBm","2454_6257176_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|00:30:44:29:ad:5f,-88|bc:30:d9:41:5c:95,-88|7a:5a:c7:e3:17:05,-76|16:8d:db:94:84:07,-77|06:8d:db:94:84:07,-78|0c:8d:db:94:84:07,-78|1a:8d:db:94:84:07,-79|20:23:51:56:62:a3,-86|c4:60:26:70:00:8d,-86|0c:8e:29:3a:1e:30,-88|0a:8d:db:94:84:07,-77","18%","NO"
"02/10/2025 12:39:21","02/10/2025 12:39:17","51.492452, -0.25851","50","wifi","-21 dBm","2454_6257176_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|bc:a5:11:a7:ae:0f,-83|20:23:51:56:62:a3,-89","18%","NO"
"02/10/2025 12:38:56","02/10/2025 12:38:55","51.492348, -0.259627","189","wifi","-25 dBm","2454_6257176_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|00:90:4c:10:11:88,-80|c2:c4:f9:6c:9e:46,-86|8e:18:88:c0:00:50,-86|a2:18:88:c0:00:50,-88","18%","NO"
"02/10/2025 12:38:12","02/10/2025 12:38:10","51.492572, -0.257842","52","wifi","-22 dBm","2454_6257176_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|9c:05:d6:4e:2b:ee,-81|50:70:43:5c:39:ca,-81|a2:05:d6:4e:2b:ee,-83","18%","NO"
"02/10/2025 12:36:03","02/10/2025 12:36:02","51.4926398, -0.2556114","41","wifi","-16 dBm","2454_6294040_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|84:0b:7c:c8:21:28,-81|78:45:58:37:2f:0a,-82|50:91:e3:d3:37:12,-83|84:90:0a:20:46:25,-83|b2:92:03:38:09:92,-84|c0:c9:e3:59:d1:c4,-85|a6:05:d6:33:fc:66,-88","19%","NO"
"02/10/2025 12:35:04","02/10/2025 12:35:03","51.4928628, -0.2540004","41","wifi","-7 dBm","2448_3679753_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|fc:7f:f1:5d:ce:25,-73|fc:7f:f1:5d:ce:22,-74|fc:7f:f1:5d:ce:23,-75|48:22:54:0c:b8:2e,-75|d0:1b:f4:25:76:52,-78|9e:8e:29:22:70:7a,-80|10:0c:6b:f1:dd:e3,-81|20:35:43:0c:30:53,-83|c0:05:c2:d5:a0:e1,-84|d8:ec:e5:20:7d:df,-84|94:ff:3c:db:d8:d9,-85|fc:7f:f1:5d:ce:24,-76|b8:76:3f:8c:e4:4e,-78|4a:1b:f4:25:76:53,-78|8e:57:0a:8e:a8:ed,-81|94:ff:3c:db:d8:d8,-83","19%","NO"
"02/10/2025 12:34:28","02/10/2025 12:34:27","51.492873, -0.253683","37","wifi","-18 dBm","2354_3614986_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|e0:63:da:07:dd:c1,-75|e6:63:da:07:dd:c1,-77|ea:63:da:07:dd:c1,-77|e0:63:da:07:dd:b8,-81|8c:19:b5:2b:de:86,-85|80:ce:62:05:7b:30,-85|18:82:8c:76:23:db,-85","19%","NO"
"02/10/2025 12:28:17","02/10/2025 12:28:16","51.4927946, -0.2542539","41","wifi","-14 dBm","2354_3614977_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|28:ee:52:ce:fb:8e,-85|ac:71:2e:2a:83:b9,-64|ac:71:2e:2a:83:bb,-65|ac:71:2e:2a:83:ba,-65|d8:ec:e5:20:7d:df,-58|ac:71:2e:2a:83:b8,-64|ac:71:2e:2a:83:bd,-65|ac:71:2e:2a:83:bc,-66|ac:f8:cc:c7:1a:d4,-73|c4:e5:32:ea:8a:dc,-85|00:54:af:ad:57:ee,-85|14:c9:cf:c0:a7:9f,-86","20%","NO"
"02/10/2025 12:28:09","02/10/2025 12:28:08","51.4927946, -0.2542539","41","wifi","-12 dBm","2454_6257176_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|28:ee:52:ce:fb:8e,-85|ac:71:2e:2a:83:b9,-64|ac:71:2e:2a:83:bb,-65|ac:71:2e:2a:83:ba,-65|d8:ec:e5:20:7d:df,-58|ac:71:2e:2a:83:b8,-64|ac:71:2e:2a:83:bd,-65|ac:71:2e:2a:83:bc,-66|ac:f8:cc:c7:1a:d4,-73|c4:e5:32:ea:8a:dc,-85|00:54:af:ad:57:ee,-85|14:c9:cf:c0:a7:9f,-86","20%","NO"
"02/10/2025 12:27:22","02/10/2025 12:27:17","51.492521, -0.256837","64","wifi","-15 dBm","2454_6294040_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|28:ee:52:ce:fb:8e,-79|ac:71:2e:2a:83:b9,-81|94:ff:3c:db:d8:db,-81|94:ff:3c:db:d8:dd,-82|94:ff:3c:db:d8:da,-82|94:ff:3c:db:d8:dc,-83|d8:ec:e5:20:7d:df,-83|94:18:65:c2:c8:a2,-83|26:18:0a:32:91:ac,-84|c4:e5:32:ea:8a:dc,-84|94:18:65:c2:c8:a3,-86|94:ff:3c:db:d8:d8,-85","20%","NO"
"02/10/2025 12:26:25","02/10/2025 12:26:24","51.493026, -0.255275","42","wifi","-24 dBm","2454_6294040_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-1000|a8:a2:37:9b:f9:7c,-85|ac:b6:87:33:84:06,-88|8a:2d:db:03:d8:a3,-85","20%","NO"
"02/10/2025 12:05:02","02/10/2025 12:05:00","51.489804, -0.261031","192","wifi","-25 dBm","65534_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-67|80:bc:37:48:c9:93,-61|80:bc:37:48:c9:94,-62|fa:b4:6a:69:8b:19,-64|80:69:1a:09:b3:c6,-73|26:3f:0b:da:64:88,-81|3c:7c:3f:da:bb:38,-82|5e:62:5a:ee:c3:34,-86|80:bc:37:48:c9:91,-61|80:bc:37:48:c9:90,-61","22%","NO"
"02/10/2025 11:53:01","02/10/2025 11:53:00","51.489804, -0.261031","192","wifi","-26 dBm","65534_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-75|80:bc:37:48:c9:93,-61|80:bc:37:48:c9:94,-62|fa:b4:6a:69:8b:19,-64|80:69:1a:09:b3:c6,-73|26:3f:0b:da:64:88,-81|3c:7c:3f:da:bb:38,-82|5e:62:5a:ee:c3:34,-86|80:bc:37:48:c9:91,-61|80:bc:37:48:c9:90,-61","23%","NO"
"02/10/2025 11:43:45","02/10/2025 11:43:44","51.489804, -0.261031","192","wifi","-22 dBm","65534_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-65|80:bc:37:48:c9:93,-61|80:bc:37:48:c9:94,-62|fa:b4:6a:69:8b:19,-64|80:69:1a:09:b3:c6,-73|26:3f:0b:da:64:88,-81|3c:7c:3f:da:bb:38,-82|5e:62:5a:ee:c3:34,-86|80:bc:37:48:c9:91,-61|80:bc:37:48:c9:90,-61","23%","NO"
"02/10/2025 11:19:26","02/10/2025 11:19:25","51.489804, -0.261031","192","wifi","-24 dBm","65534_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-72|80:bc:37:48:c9:93,-61|80:bc:37:48:c9:94,-62|fa:b4:6a:69:8b:19,-64|80:69:1a:09:b3:c6,-73|26:3f:0b:da:64:88,-81|3c:7c:3f:da:bb:38,-82|5e:62:5a:ee:c3:34,-86|80:bc:37:48:c9:91,-61|80:bc:37:48:c9:90,-61","25%","NO"
"02/10/2025 11:19:02","02/10/2025 11:18:58","51.489804, -0.261031","192","wifi","null dBm","null_null_null_null","0","GSM","","25%","NO"
"02/10/2025 11:18:59","02/10/2025 11:18:58","51.489804, -0.261031","192","wifi","-21 dBm","65534_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-68|80:bc:37:48:c9:93,-61|80:bc:37:48:c9:94,-62|fa:b4:6a:69:8b:19,-64|80:69:1a:09:b3:c6,-73|26:3f:0b:da:64:88,-81|3c:7c:3f:da:bb:38,-82|5e:62:5a:ee:c3:34,-86|80:bc:37:48:c9:91,-61|80:bc:37:48:c9:90,-61","25%","NO"
"02/10/2025 11:18:03","02/10/2025 11:18:00","51.489804, -0.261031","192","wifi","-23 dBm","65534_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-69|80:bc:37:48:c9:93,-61|80:bc:37:48:c9:94,-62|fa:b4:6a:69:8b:19,-64|80:69:1a:09:b3:c6,-73|26:3f:0b:da:64:88,-81|3c:7c:3f:da:bb:38,-82|5e:62:5a:ee:c3:34,-86|80:bc:37:48:c9:91,-61|80:bc:37:48:c9:90,-61","26%","NO"
"01/10/2025 15:32:19","01/10/2025 15:32:17","51.489804, -0.261031","192","wifi","-26 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-65|80:bc:37:48:c9:93,-65|80:69:1a:09:b3:c6,-68|fa:b4:6a:69:8b:19,-68|c0:06:c3:25:75:16,-68|fe:3f:db:cf:67:b6,-81|3c:7c:3f:da:bb:38,-83|80:bc:37:48:c9:90,-65|80:bc:37:48:c9:91,-65","59%","NO"
"01/10/2025 15:20:38","01/10/2025 15:20:36","51.489804, -0.261031","192","wifi","-26 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-61|80:bc:37:48:c9:93,-61|c0:06:c3:25:75:16,-65|fa:b4:6a:69:8b:19,-67|80:69:1a:09:b3:c6,-68|00:1d:aa:be:55:c0,-82|26:3f:0b:da:64:88,-83|80:bc:37:48:c9:91,-61|80:bc:37:48:c9:90,-61","60%","NO"
"01/10/2025 14:53:27","01/10/2025 14:53:25","51.489804, -0.261031","192","wifi","-25 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-74|80:69:1a:09:b3:c6,-74|fe:3f:db:cf:67:b6,-75|80:bc:37:4c:a6:23,-83|26:3f:0b:da:64:88,-84|80:bc:37:48:c9:91,-72|80:bc:37:48:c9:90,-72","60%","NO"
"01/10/2025 14:42:03","01/10/2025 14:42:01","51.489804, -0.261031","192","wifi","-26 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|fa:b4:6a:69:8b:19,-58|c0:06:c3:25:75:16,-61|80:bc:37:48:c9:94,-62|80:bc:37:48:c9:93,-62|80:69:1a:09:b3:c6,-74|3c:7c:3f:da:bb:38,-78|80:bc:37:48:c9:90,-62|80:bc:37:48:c9:91,-62","60%","NO"
"01/10/2025 14:29:53","01/10/2025 14:29:51","51.489804, -0.261031","192","wifi","-25 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-62|80:bc:37:48:c9:94,-65|80:bc:37:48:c9:93,-65|80:69:1a:09:b3:c6,-70|80:bc:37:48:c9:90,-64|80:bc:37:48:c9:91,-65","61%","NO"
"01/10/2025 14:19:29","01/10/2025 14:19:27","51.489804, -0.261031","192","wifi","-26 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-62|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-63|80:bc:37:48:c9:94,-63|80:69:1a:09:b3:c6,-71|fe:3f:db:cf:67:b6,-82|80:bc:37:48:c9:91,-63|80:bc:37:48:c9:90,-63","61%","NO"
"01/10/2025 12:37:26","01/10/2025 12:37:24","51.489804, -0.261031","192","wifi","-25 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-67|80:bc:37:48:c9:93,-67|c0:06:c3:25:75:16,-70|80:69:1a:09:b3:c6,-73|80:bc:37:48:c9:90,-67|80:bc:37:48:c9:91,-67","62%","NO"
"01/10/2025 12:24:33","01/10/2025 12:24:31","51.489804, -0.261031","192","wifi","-25 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-67|80:bc:37:48:c9:93,-67|c0:06:c3:25:75:16,-70|80:69:1a:09:b3:c6,-73|80:bc:37:48:c9:90,-67|80:bc:37:48:c9:91,-67","63%","NO"
"01/10/2025 11:58:25","01/10/2025 11:58:24","51.489804, -0.261031","192","wifi","-26 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|c0:06:c3:25:75:16,-66|80:69:1a:09:b3:c6,-77|fa:b4:6a:69:8b:19,-63|80:bc:37:48:c9:93,-59|80:bc:37:48:c9:94,-59|80:bc:37:48:c9:91,-59|80:bc:37:48:c9:90,-59|00:22:6c:1b:0d:92,-86","63%","NO"
"01/10/2025 10:52:02","01/10/2025 10:52:00","51.489804, -0.261031","192","wifi","-24 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-63|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-65|c0:06:c3:25:75:16,-65|80:69:1a:09:b3:c6,-72|26:3f:0b:da:64:88,-83|fe:3f:db:cf:67:b6,-80|80:bc:37:48:c9:90,-63|80:bc:37:48:c9:91,-63|3c:7c:3f:da:bb:38,-86|00:22:6c:1b:0d:92,-84","63%","NO"
"01/10/2025 10:48:01","01/10/2025 10:48:00","51.489804, -0.261031","192","wifi","-14 dBm","2354_3614984_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-63|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-65|c0:06:c3:25:75:16,-65|80:69:1a:09:b3:c6,-72|26:3f:0b:da:64:88,-83|fe:3f:db:cf:67:b6,-80|80:bc:37:48:c9:90,-63|80:bc:37:48:c9:91,-63|3c:7c:3f:da:bb:38,-86|00:22:6c:1b:0d:92,-84","64%","NO"
"01/10/2025 10:46:47","01/10/2025 10:46:46","51.489804, -0.261031","192","wifi","-20 dBm","2354_3614987_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-63|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-65|c0:06:c3:25:75:16,-65|80:69:1a:09:b3:c6,-72|26:3f:0b:da:64:88,-83|fe:3f:db:cf:67:b6,-80|80:bc:37:48:c9:90,-63|80:bc:37:48:c9:91,-63|3c:7c:3f:da:bb:38,-86|00:22:6c:1b:0d:92,-84","64%","NO"
"01/10/2025 10:38:08","01/10/2025 10:38:06","51.489804, -0.261031","192","wifi","-21 dBm","2354_3614987_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-63|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-65|c0:06:c3:25:75:16,-65|80:69:1a:09:b3:c6,-72|26:3f:0b:da:64:88,-83|fe:3f:db:cf:67:b6,-80|80:bc:37:48:c9:90,-63|80:bc:37:48:c9:91,-63|3c:7c:3f:da:bb:38,-86|00:22:6c:1b:0d:92,-84","64%","NO"
"01/10/2025 10:23:01","01/10/2025 10:23:00","51.489804, -0.261031","192","wifi","-18 dBm","2354_3614987_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-63|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-65|c0:06:c3:25:75:16,-65|80:69:1a:09:b3:c6,-72|26:3f:0b:da:64:88,-83|fe:3f:db:cf:67:b6,-80|80:bc:37:48:c9:90,-63|80:bc:37:48:c9:91,-63|3c:7c:3f:da:bb:38,-86|00:22:6c:1b:0d:92,-84","64%","NO"
"01/10/2025 10:19:32","01/10/2025 10:19:31","51.489804, -0.261031","192","wifi","-21 dBm","2354_3614987_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-63|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-65|c0:06:c3:25:75:16,-65|80:69:1a:09:b3:c6,-72|26:3f:0b:da:64:88,-83|fe:3f:db:cf:67:b6,-80|80:bc:37:48:c9:90,-63|80:bc:37:48:c9:91,-63|3c:7c:3f:da:bb:38,-86|00:22:6c:1b:0d:92,-84","64%","NO"
"01/10/2025 10:19:08","01/10/2025 10:19:00","51.489804, -0.261031","192","wifi","-3 dBm","9910_9364504_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:94,-63|80:bc:37:48:c9:93,-63|fa:b4:6a:69:8b:19,-65|c0:06:c3:25:75:16,-65|80:69:1a:09:b3:c6,-72|26:3f:0b:da:64:88,-83|fe:3f:db:cf:67:b6,-80|80:bc:37:48:c9:90,-63|80:bc:37:48:c9:91,-63|3c:7c:3f:da:bb:38,-86|00:22:6c:1b:0d:92,-84","64%","NO"
"01/10/2025 09:42:01","01/10/2025 09:42:00","51.489804, -0.261031","192","wifi","-25 dBm","9910_9365784_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","64%","NO"
"01/10/2025 09:41:02","01/10/2025 09:41:00","51.4920005798339840, -0.2617556452751160","5","gps","-26 dBm","9910_9364504_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","64%","NO"
"01/10/2025 09:39:01","01/10/2025 09:39:00","51.4915924072265620, -0.2642453014850616","5","gps","-15 dBm","2454_3908874_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","64%","NO"
"01/10/2025 09:37:01","01/10/2025 09:37:00","51.4907531738281250, -0.2657490372657776","5","gps","-16 dBm","2454_3908874_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:35:02","01/10/2025 09:35:00","51.4891853332519530, -0.2663362920284271","5","gps","-20 dBm","2454_3908874_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:33:01","01/10/2025 09:33:00","51.4874191284179690, -0.2672717273235321","5","gps","-14 dBm","2454_3908874_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:30:02","01/10/2025 09:30:00","51.4860763549804690, -0.2682426571846008","5","gps","-20 dBm","2454_3908874_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:28:01","01/10/2025 09:28:00","51.4846115112304690, -0.2691340744495392","5","gps","-12 dBm","2454_3908868_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:26:01","01/10/2025 09:26:00","51.4833450317382810, -0.2699842751026154","5","gps","-11 dBm","2454_7455751_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:24:01","01/10/2025 09:24:00","51.4818382263183590, -0.2704432904720306","5","gps","-16 dBm","2454_7455754_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:22:01","01/10/2025 09:22:00","51.4817543029785160, -0.2693904042243958","5","gps","-6 dBm","2448_2859781_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:20:59","01/10/2025 09:20:58","51.489804, -0.261031","192","wifi","-5 dBm","2454_3908874_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","65%","NO"
"01/10/2025 09:19:01","01/10/2025 09:19:00","51.489804, -0.261031","192","wifi","-15 dBm","2448_2859785_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","66%","NO"
"01/10/2025 09:17:01","01/10/2025 09:17:00","51.489804, -0.261031","192","wifi","-13 dBm","2448_3679764_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","66%","NO"
"01/10/2025 09:15:02","01/10/2025 09:15:00","51.489804, -0.261031","192","wifi","-16 dBm","2448_6621193_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","66%","NO"
"01/10/2025 09:03:02","01/10/2025 09:03:00","51.4647293090820310, -0.1718550175428391","5","gps","-9 dBm","2354_3585288_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","66%","NO"
"01/10/2025 08:52:01","01/10/2025 08:52:00","51.4360771179199220, -0.1402323693037033","5","gps","-22 dBm","2450_3123979_234_30","0","LTE","9c:31:c3:32:f1:2a,-1000|80:bc:37:48:c9:93,-66|80:bc:37:48:c9:94,-66|c0:06:c3:25:75:16,-67|fa:b4:6a:69:8b:19,-65|80:69:1a:09:b3:c6,-75|00:1d:aa:be:55:c0,-81|3c:7c:3f:da:bb:38,-80|80:bc:37:48:c9:90,-66|80:bc:37:48:c9:91,-67|de:cd:2f:7d:e5:89,-70|26:3f:0b:da:64:88,-83","67%","NO"
